payment_id,customer_id,amount,payment_date
4849,321,4.49,2024-02-13 05:25:11.751965
4850,109,4.97,2024-10-09 19:53:56.122316
4851,284,3.11,2024-11-05 20:02:28.440656
4852,344,6.95,2024-04-20 16:12:10.820318
4853,304,3.6,2024-01-14 09:45:35.590509
4854,378,4.3,2024-12-02 09:55:39.957399
4855,189,5.46,2024-05-19 15:19:51.426064
4856,225,6.02,2024-08-16 20:38:07.090629
4857,307,6.51,2024-08-04 05:36:25.091743
4858,27,4.22,2024-08-17 21:22:04.720626
4859,30,3.8,2024-02-26 00:50:56.076748
4860,407,6.18,2024-06-25 10:27:26.378400
4861,175,5.45,2024-11-04 20:17:36.465534
4862,214,3.28,2024-04-16 12:28:37.200366
4863,181,6.77,2024-09-15 09:00:52.249852
4864,324,3.47,2024-07-01 18:57:41.742923
4865,88,4.32,2024-10-01 18:37:22.153045
4866,118,5.22,2024-01-11 08:44:31.537341
4867,385,4.05,2024-06-09 02:18:06.524186
4868,318,6.31,2024-05-31 04:13:31.138300
4869,388,5.02,2024-04-14 14:15:57.649682
4870,399,6.27,2024-11-29 17:47:41.874338
4871,148,3.16,2024-03-31 19:50:40.441693
4872,299,6.85,2024-01-05 14:04:39.656139
4873,227,3.16,2024-01-20 07:07:09.986933
4874,344,5.36,2024-09-25 09:54:58.989481
4875,247,5.93,2024-10-09 12:18:31.937953
4876,265,6.02,2024-11-20 01:26:14.327906
4877,243,3.86,2024-06-20 03:22:03.240064
4878,135,4.33,2024-11-29 02:13:36.614822
4879,346,6.99,2024-12-17 22:28:09.784664
4880,466,3.54,2024-08-06 06:47:31.752758
4881,408,3.04,2024-12-10 13:36:00.002567
4882,116,5.76,2024-10-27 10:52:39.658531
4883,492,5.71,2024-02-11 13:34:58.249407
4884,251,3.03,2024-01-12 15:08:07.413189
4885,376,3.79,2024-05-17 04:47:08.078587
4886,204,4.51,2024-09-26 01:34:38.426251
4887,412,4.35,2024-04-27 14:56:35.697477
4888,487,5.35,2024-07-29 00:58:33.746718
4889,403,4.15,2024-06-20 14:58:21.863231
4890,10,4.48,2024-07-19 12:25:44.778314
4891,436,6.23,2024-02-21 02:04:35.773271
4892,143,4.53,2024-03-02 20:27:26.529239
4893,40,5.47,2024-05-17 10:33:02.744000
4894,131,5.05,2024-04-18 05:38:31.151764
4895,493,6.63,2024-11-10 15:33:20.328762
4896,413,3.91,2024-11-17 04:02:13.754944
4897,283,6.62,2024-07-02 20:06:50.035864
4898,103,3.4,2024-06-15 06:07:07.747060
4899,473,4.41,2024-10-23 02:17:18.320477
4900,306,4.63,2024-07-15 21:35:30.215480
4901,154,6.0,2024-05-11 22:01:33.104937
4902,469,4.62,2024-09-03 04:03:44.795495
4903,210,5.31,2024-01-21 05:15:57.952193
4904,441,5.2,2024-07-07 07:38:32.644451
4905,282,3.31,2024-05-06 07:16:02.981997
4906,491,3.88,2024-12-09 21:09:03.372354
4907,320,3.11,2024-10-27 04:03:46.409474
4908,337,6.33,2024-05-21 13:53:50.883684
4909,197,4.81,2024-05-17 06:40:39.809624
4910,90,3.59,2024-10-04 11:20:05.287138
4911,102,3.66,2024-01-06 17:24:17.933370
4912,127,5.98,2024-02-18 10:21:20.279753
4913,172,5.72,2024-10-11 04:19:22.290750
4914,160,6.28,2024-10-04 23:09:40.107268
4915,84,5.51,2024-12-21 23:27:08.708631
4916,250,4.34,2024-01-22 03:32:24.509728
4917,99,5.71,2024-03-10 03:42:53.127638
4918,189,4.96,2024-08-18 19:46:19.849303
4919,265,5.43,2024-02-08 16:18:07.365584
4920,271,6.96,2024-12-13 14:38:43.613506
4921,53,4.69,2024-11-17 08:49:35.515248
4922,172,6.55,2024-07-25 23:19:09.159946
4923,47,5.68,2024-03-30 01:53:16.374784
4924,110,5.49,2024-05-08 17:20:35.657894
4925,106,5.88,2024-01-01 05:56:37.626917
4926,191,5.38,2024-11-02 12:42:53.969554
4927,493,3.71,2024-12-25 21:42:19.474940
4928,165,5.9,2024-08-09 04:08:28.521086
4929,492,3.55,2024-12-23 11:28:19.387635
4930,272,4.6,2024-12-20 21:40:08.455416
4931,416,4.6,2024-05-30 22:35:59.387864
4932,235,6.19,2024-04-20 21:15:12.578823
4933,379,5.52,2024-06-28 12:45:08.836343
4934,54,6.03,2024-03-04 10:27:53.896732
4935,132,3.24,2024-12-30 03:57:57.840372
4936,364,5.13,2024-07-09 16:33:55.760274
4937,378,3.59,2024-04-27 07:33:24.884303
4938,431,5.49,2024-10-31 14:35:22.210733
4939,179,6.92,2024-08-06 04:51:19.853467
4940,328,5.11,2024-09-21 04:44:45.192332
4941,346,4.22,2024-06-04 20:00:55.193243
4942,127,5.02,2024-05-10 11:18:23.127872
4943,185,6.28,2024-06-24 09:23:49.166947
4944,481,3.0,2024-04-11 03:08:50.033594
4945,287,5.56,2024-04-20 10:00:15.036051
4946,108,5.54,2024-08-01 08:34:49.514360
4947,347,4.94,2024-07-03 01:13:24.564621
4948,67,4.41,2024-01-08 06:47:56.979954
4949,185,5.58,2024-11-19 04:31:25.247075
4950,265,5.62,2024-10-18 07:54:17.547600
4951,100,6.1,2024-09-02 04:13:37.276723
4952,429,5.24,2024-11-04 10:38:22.375456
4953,391,3.66,2024-10-21 10:08:32.292703
4954,156,4.22,2024-10-19 16:48:25.681446
4955,474,4.22,2024-10-08 09:25:03.825865
4956,30,3.91,2024-08-22 22:14:59.416898
4957,150,4.24,2024-03-01 10:16:28.537493
4958,305,3.63,2024-01-06 23:28:43.298220
4959,190,6.59,2024-12-19 21:48:47.094679
4960,355,5.11,2024-08-07 15:19:34.726048
4961,47,6.28,2024-06-18 11:42:37.111926
4962,136,3.27,2024-03-20 13:10:16.462215
4963,447,6.38,2024-02-12 15:54:49.653222
4964,76,4.9,2024-12-14 19:34:18.323794
4965,207,4.56,2024-11-25 22:54:17.248430
4966,252,6.54,2024-03-18 22:04:47.675836
4967,483,6.45,2024-12-15 00:28:14.159167
4968,441,4.15,2024-07-31 07:26:30.408992
4969,46,6.56,2024-01-06 05:23:44.391710
4970,480,6.69,2024-10-13 18:06:29.593075
4971,386,3.37,2024-10-20 19:56:15.992970
4972,200,5.35,2024-07-15 21:31:50.798890
4973,25,5.02,2024-09-22 18:47:26.550167
4974,226,4.0,2024-07-06 05:29:33.671801
4975,344,5.01,2024-02-15 19:22:40.118331
4976,408,5.79,2024-07-17 14:37:35.377920
4977,9,3.63,2024-07-15 02:33:46.962156
4978,150,3.26,2024-07-06 09:57:23.274494
4979,360,5.19,2024-08-09 06:32:28.416452
4980,173,4.41,2024-03-03 09:21:40.091313
4981,58,3.89,2024-05-26 09:03:02.688938
4982,436,5.98,2024-01-31 17:37:35.273088
4983,262,3.49,2024-05-15 02:09:28.200701
4984,98,3.84,2024-03-25 09:05:01.485388
4985,289,5.72,2024-08-29 20:19:42.219057
4986,333,3.82,2024-07-23 22:33:01.636612
4987,215,6.36,2024-10-07 04:48:50.886997
4988,93,5.49,2024-08-17 03:44:39.587729
4989,118,6.75,2024-06-05 17:20:28.561655
4990,437,6.33,2024-07-22 02:14:56.936353
4991,96,3.82,2024-03-31 04:33:56.435882
4992,358,5.68,2024-11-13 07:13:45.125874
4993,346,4.46,2024-09-05 17:56:35.614429
4994,69,4.96,2024-12-04 23:50:31.648126
4995,500,3.66,2024-10-02 05:53:10.592604
4996,298,5.43,2024-10-22 20:31:48.463058
4997,217,4.94,2024-08-04 21:59:38.482010
4998,339,5.08,2024-12-22 05:00:04.464486
4999,451,6.64,2024-09-10 11:04:07.642805
5000,145,5.77,2024-05-14 01:36:07.427361
5001,464,5.13,2024-08-16 15:57:08.284881
5002,29,5.21,2024-08-15 07:36:32.195637
5003,58,4.17,2024-11-08 08:02:55.518170
5004,303,3.33,2024-10-15 14:58:00.546360
5005,202,4.98,2024-10-15 13:05:53.515411
5006,355,6.83,2024-12-24 06:17:34.284420
5007,243,6.45,2024-08-29 01:37:05.207014
5008,176,6.6,2024-02-08 15:05:10.667866
5009,122,4.56,2024-08-14 02:04:23.090715
5010,445,6.91,2024-07-18 20:10:05.915608
5011,177,6.51,2024-07-19 07:45:11.842367
5012,283,6.6,2024-09-09 07:59:30.918550
5013,93,6.9,2024-03-27 08:47:57.589241
5014,469,6.05,2024-05-14 19:37:54.699075
5015,295,5.66,2024-04-08 18:45:00.399112
5016,322,3.87,2024-08-07 20:12:32.809143
5017,288,4.03,2024-08-30 05:31:29.295779
5018,384,4.29,2024-05-28 17:43:20.312012
5019,436,5.95,2024-04-17 19:07:41.094155
5020,364,5.31,2024-09-11 02:51:13.209807
5021,293,6.64,2024-11-26 15:08:17.957781
5022,408,6.92,2024-01-13 21:50:31.503754
5023,162,3.69,2024-10-01 22:10:34.431990
5024,311,5.15,2024-04-22 13:03:48.489585
5025,425,6.25,2024-05-26 09:16:11.100506
5026,197,6.21,2024-03-01 12:20:56.758267
5027,455,3.19,2024-09-25 16:13:31.308779
5028,406,5.37,2024-05-30 15:24:50.549521
5029,268,4.47,2024-12-29 23:21:56.317764
5030,318,5.1,2024-06-25 09:45:15.118460
5031,426,5.25,2024-10-30 11:54:47.628119
5032,136,6.06,2024-03-24 21:28:56.660221
5033,37,4.19,2024-09-17 13:35:17.301391
5034,221,4.3,2024-01-08 17:49:18.269487
5035,68,5.49,2024-07-15 01:56:45.949718
5036,215,5.51,2024-07-26 17:48:30.282892
5037,102,6.87,2024-12-06 23:21:24.352125
5038,338,3.41,2024-01-28 02:34:52.751633
5039,67,3.0,2024-11-20 04:38:24.124752
5040,190,4.76,2024-09-03 10:28:57.953653
5041,165,4.16,2024-05-08 04:20:17.744247
5042,90,5.91,2024-01-23 14:39:37.522656
5043,230,6.65,2024-08-03 06:09:57.235095
5044,27,5.19,2024-01-26 12:37:21.537497
5045,397,5.1,2024-06-09 12:12:55.764837
5046,492,5.46,2024-04-06 17:59:09.288425
5047,84,3.17,2024-09-30 04:38:42.728536
5048,95,3.87,2024-10-02 02:59:08.122671
5049,258,3.34,2024-11-14 22:41:37.971031
5050,326,5.26,2024-07-13 04:26:37.624715
5051,378,5.42,2024-06-03 00:44:18.193957
5052,5,4.54,2024-02-27 00:41:01.416656
5053,208,3.06,2024-03-16 21:43:09.153555
5054,262,4.38,2024-01-05 07:08:45.350208
5055,81,5.07,2024-11-28 21:52:57.850331
5056,367,3.35,2024-10-08 05:07:18.812359
5057,159,3.66,2024-01-01 01:34:35.223876
5058,154,6.34,2024-05-09 07:17:04.344330
5059,141,5.96,2024-04-26 07:59:32.165542
5060,117,3.18,2024-06-26 04:58:48.422779
5061,473,3.28,2024-03-30 06:54:44.468372
5062,140,4.84,2024-05-17 00:10:25.156561
5063,305,3.97,2024-01-30 08:40:56.863658
5064,320,5.15,2024-04-01 22:49:17.751294
5065,110,6.85,2024-12-15 06:46:57.885588
5066,257,3.28,2024-01-06 00:06:18.911134
5067,247,3.06,2024-09-14 12:38:54.667840
5068,282,4.08,2024-11-07 11:37:39.092260
5069,86,3.27,2024-04-01 05:24:37.355849
5070,45,4.09,2024-09-08 08:28:53.193246
5071,296,3.28,2024-06-18 12:28:03.818562
5072,189,5.66,2024-04-30 09:45:31.499873
5073,24,6.68,2024-09-06 16:24:34.738874
5074,109,3.31,2024-12-20 04:29:32.378309
5075,94,4.57,2024-01-05 22:32:34.862280
5076,413,6.21,2024-10-17 18:58:12.938314
5077,33,6.54,2024-10-23 15:29:08.589660
5078,364,3.63,2024-08-20 09:17:39.044760
5079,172,3.04,2024-10-02 20:41:42.256482
5080,266,3.42,2024-10-11 03:31:52.755443
5081,453,6.83,2024-09-23 00:05:56.922091
5082,212,5.43,2024-04-03 11:45:17.980199
5083,214,6.56,2024-08-23 05:42:42.878883
5084,30,6.85,2024-08-30 20:35:58.666485
5085,16,6.82,2024-05-24 03:58:02.288898
5086,431,3.35,2024-04-25 14:41:15.987629
5087,100,6.14,2024-12-18 06:16:06.551347
5088,266,6.75,2024-12-17 16:26:44.983145
5089,197,4.76,2024-05-11 05:49:15.114784
5090,412,4.14,2024-01-31 21:32:23.023435
5091,141,3.62,2024-10-25 11:52:21.402272
5092,262,3.23,2024-05-07 10:52:49.339729
5093,58,3.97,2024-10-11 17:25:00.093444
5094,249,4.75,2024-03-02 07:42:10.861907
5095,162,3.54,2024-04-06 05:14:10.344064
5096,409,4.97,2024-10-26 19:43:51.353611
5097,155,6.21,2024-05-15 18:17:24.094824
5098,119,6.94,2024-09-29 14:59:34.683671
5099,3,5.04,2024-07-18 03:50:34.050454
5100,441,4.08,2024-07-14 09:12:22.369073
5101,435,3.18,2024-07-27 04:58:45.512724
5102,454,6.23,2024-10-11 13:16:28.424218
5103,115,6.97,2024-07-02 17:53:10.679806
5104,167,5.15,2024-06-21 04:04:25.395580
5105,409,3.31,2024-02-23 10:26:30.168799
5106,302,5.14,2024-02-23 22:02:26.020354
5107,244,5.88,2024-01-28 16:11:14.767076
5108,290,4.24,2024-11-21 20:48:09.225170
5109,93,6.13,2024-03-07 18:13:54.221997
5110,498,4.11,2024-09-14 02:26:21.096527
5111,401,4.52,2024-07-05 03:31:11.450367
5112,403,3.92,2024-06-01 23:49:32.453094
5113,263,6.19,2024-05-14 09:40:42.169901
5114,480,3.43,2024-08-04 00:08:21.287593
5115,35,5.44,2024-11-13 01:12:28.749379
5116,255,5.94,2024-04-25 19:05:20.243270
5117,487,3.77,2024-11-10 14:02:58.281077
5118,3,5.54,2024-02-01 22:12:21.208495
5119,94,3.42,2024-12-24 11:20:06.053218
5120,273,3.65,2024-05-08 20:10:57.237717
5121,450,3.2,2024-10-13 05:52:21.844681
5122,300,4.44,2024-02-02 06:07:13.498991
5123,156,4.71,2024-10-25 18:59:09.888697
5124,346,3.94,2024-05-18 16:42:53.485468
5125,24,3.93,2024-11-14 15:32:12.813001
5126,415,4.13,2024-10-04 02:33:08.384283
5127,284,5.08,2024-08-13 04:41:13.424994
5128,272,5.92,2024-03-17 16:36:19.755301
5129,86,4.72,2024-11-21 15:27:52.586862
5130,353,5.51,2024-03-27 01:49:06.716719
5131,178,5.36,2024-02-18 13:06:36.596686
5132,29,6.09,2024-08-08 09:59:50.265215
5133,25,4.62,2024-02-22 20:58:49.589890
5134,29,4.11,2024-02-09 10:05:38.922274
5135,479,5.69,2024-08-28 17:08:27.111753
5136,222,6.25,2024-01-09 12:53:58.980785
5137,401,4.14,2024-11-21 00:10:51.235505
5138,316,5.84,2024-01-24 03:24:32.499223
5139,154,5.66,2024-09-18 21:40:32.681650
5140,358,3.2,2024-09-05 15:05:46.324713
5141,450,5.52,2024-10-19 13:30:30.952609
5142,340,4.67,2024-12-02 20:40:39.946174
5143,466,5.35,2024-04-21 22:13:24.640339
5144,440,4.92,2024-10-09 10:50:05.096343
5145,213,6.77,2024-12-09 13:07:34.211571
5146,438,4.64,2024-06-20 00:24:14.138037
5147,175,4.85,2024-02-04 06:48:48.605386
5148,444,5.02,2024-03-15 16:00:47.172374
5149,84,6.91,2024-11-17 08:24:21.599103
5150,382,5.68,2024-12-10 00:10:51.183944
5151,491,4.14,2024-09-18 06:59:01.300937
5152,255,4.08,2024-08-28 21:59:52.444586
5153,222,4.33,2024-09-16 04:51:00.769076
5154,36,3.76,2024-05-10 00:35:56.896204
5155,202,5.4,2024-09-27 12:11:16.835336
5156,372,3.7,2024-10-27 10:05:01.707104
5157,11,5.39,2024-03-04 08:15:48.846898
5158,410,4.64,2024-09-21 21:07:42.803098
5159,1,5.9,2024-10-09 23:47:53.463941
5160,241,6.06,2024-08-02 20:30:28.624732
5161,242,3.25,2024-05-09 18:10:50.558462
5162,36,5.85,2024-10-11 22:42:49.057267
5163,208,4.42,2024-06-08 03:47:41.153777
5164,471,6.11,2024-06-15 02:39:58.265907
5165,187,3.49,2024-07-13 16:14:37.616715
5166,351,6.04,2024-03-18 19:01:37.224675
5167,55,4.29,2024-01-13 20:45:43.027605
5168,299,6.4,2024-07-10 18:49:36.671224
5169,57,6.5,2024-12-10 16:20:13.734815
5170,68,5.71,2024-09-27 11:46:57.427322
5171,61,3.7,2024-07-14 12:50:39.120396
5172,13,5.5,2024-08-21 13:12:24.683745
5173,428,3.14,2024-11-19 15:27:29.001622
5174,100,6.48,2024-10-09 14:13:29.664237
5175,440,4.56,2024-05-29 17:05:07.656542
5176,335,3.39,2024-02-08 11:08:00.782819
5177,487,5.63,2024-06-04 12:41:08.581052
5178,61,6.39,2024-07-12 22:00:46.271579
5179,210,6.37,2024-02-02 20:41:23.871835
5180,380,5.49,2024-11-05 11:27:36.096659
5181,484,3.09,2024-07-09 03:07:13.377654
5182,288,3.67,2024-09-09 18:35:56.233393
5183,184,5.71,2024-02-26 05:49:37.398813
5184,222,6.13,2024-09-09 22:32:01.481975
5185,164,3.84,2024-04-01 07:28:54.286529
5186,176,6.42,2024-04-25 23:16:03.520583
5187,364,6.44,2024-01-09 10:43:32.626682
5188,126,4.35,2024-04-03 09:19:53.673522
5189,15,4.31,2024-03-29 15:02:44.247525
5190,206,6.06,2024-02-02 13:53:07.217851
5191,278,5.81,2024-05-18 06:04:50.680927
5192,314,3.12,2024-05-30 12:42:03.878017
5193,45,3.32,2024-08-05 09:24:59.319107
5194,251,4.32,2024-01-07 05:30:31.364413
5195,182,6.44,2024-11-10 12:39:32.548019
5196,197,4.26,2024-11-24 12:49:07.071118
5197,449,4.32,2024-08-26 07:46:26.588833
5198,442,3.39,2024-03-21 11:40:12.991920
5199,128,6.53,2024-08-31 07:54:18.167599
5200,235,3.06,2024-08-04 18:16:02.525425
5201,423,4.82,2024-06-12 16:05:08.111140
5202,113,5.29,2024-08-01 18:33:14.659319
5203,119,3.58,2024-08-29 13:11:48.653615
5204,117,3.35,2024-07-05 22:00:32.008859
5205,467,6.29,2024-06-16 16:13:07.126071
5206,496,4.74,2024-11-10 01:09:38.890559
5207,184,4.3,2024-09-07 20:13:23.826427
5208,380,6.04,2024-02-22 01:30:39.224807
5209,341,3.4,2024-01-01 17:33:31.480844
5210,95,4.85,2024-11-18 07:07:51.729382
5211,249,3.61,2024-02-12 09:29:07.784881
5212,151,3.59,2024-08-29 18:22:34.338315
5213,294,5.33,2024-06-24 23:29:28.623178
5214,487,6.52,2024-07-02 01:16:24.326639
5215,108,3.0,2024-12-29 02:38:27.887746
5216,136,4.38,2024-06-13 22:50:39.972552
5217,364,3.6,2024-04-02 22:15:34.739955
5218,41,6.93,2024-02-03 14:08:40.845517
5219,463,3.21,2024-01-24 07:32:24.370465
5220,452,5.39,2024-07-21 08:27:21.120724
5221,480,4.59,2024-12-10 13:20:25.600840
5222,163,5.83,2024-05-19 02:21:10.646245
5223,380,5.4,2024-05-10 17:50:36.832590
5224,36,5.99,2024-07-01 05:37:42.926989
5225,211,4.59,2024-11-02 11:04:29.652751
5226,102,5.46,2024-08-15 03:43:22.454079
5227,401,3.03,2024-01-16 19:16:18.340405
5228,209,6.19,2024-06-17 07:53:31.065084
5229,478,4.2,2024-07-31 10:49:14.269734
5230,93,6.07,2024-08-25 10:15:10.111340
5231,114,3.97,2024-06-17 23:30:50.748407
5232,342,3.49,2024-09-13 11:43:53.157468
5233,335,6.54,2024-11-24 13:36:40.050345
5234,209,5.93,2024-12-06 15:07:58.883844
5235,368,6.37,2024-05-18 19:37:29.070250
5236,496,5.53,2024-05-16 03:39:19.564330
5237,319,3.15,2024-01-11 22:44:00.459154
5238,107,6.16,2024-05-22 08:42:42.090485
5239,426,4.81,2024-08-09 03:33:57.662750
5240,311,5.95,2024-07-20 01:36:20.225637
5241,359,3.42,2024-12-20 00:48:33.226077
5242,165,3.63,2024-03-11 09:25:27.975300
5243,498,4.08,2024-02-03 08:50:35.487903
5244,241,5.71,2024-09-05 14:45:45.389538
5245,374,3.07,2024-03-10 21:14:45.314206
5246,159,5.53,2024-10-21 14:24:18.378265
5247,272,5.32,2024-06-03 19:17:12.082690
5248,352,4.43,2024-09-29 16:02:37.682206
5249,22,5.38,2024-01-02 23:22:49.600903
5250,15,5.85,2024-08-13 22:46:53.348729
5251,465,6.5,2024-05-28 17:05:17.286185
5252,77,6.35,2024-08-14 01:23:35.136042
5253,353,4.96,2024-10-10 12:04:38.013460
5254,398,4.45,2024-08-12 20:02:07.619908
5255,452,4.87,2024-09-27 21:46:19.838688
5256,212,5.23,2024-08-04 16:05:47.372810
5257,489,5.9,2024-08-07 01:05:16.700045
5258,334,3.52,2024-05-17 12:53:52.390384
5259,379,3.2,2024-12-05 15:26:29.983824
5260,344,3.74,2024-10-12 03:45:54.834515
5261,71,4.11,2024-08-09 00:25:49.792032
5262,324,4.51,2024-09-03 10:29:47.783317
5263,499,5.02,2024-11-15 18:00:16.488549
5264,16,6.97,2024-03-15 13:23:24.733269
5265,301,4.28,2024-06-07 03:29:22.791113
5266,19,6.94,2024-06-12 21:20:25.998260
5267,1,3.05,2024-03-12 02:39:41.742705
5268,20,4.11,2024-12-28 13:14:14.993960
5269,26,5.19,2024-09-08 17:00:10.593721
5270,203,6.64,2024-05-20 17:09:25.886836
5271,41,4.81,2024-01-22 16:31:51.516370
5272,193,6.18,2024-05-18 04:49:00.452851
5273,283,6.55,2024-12-13 15:33:28.695450
5274,24,6.55,2024-04-09 14:32:16.210395
5275,2,4.21,2024-12-12 06:13:49.719214
5276,132,6.89,2024-10-12 11:48:32.293039
5277,294,6.0,2024-08-10 18:55:57.830340
5278,460,5.54,2024-05-16 10:51:10.894469
5279,291,3.87,2024-09-15 14:22:37.246128
5280,448,6.31,2024-04-15 18:21:08.522999
5281,218,5.55,2024-01-14 05:38:16.995907
5282,272,3.97,2024-03-08 12:34:12.693060
5283,197,3.55,2024-03-22 23:02:12.060817
5284,433,3.62,2024-07-06 15:54:48.651853
5285,345,4.25,2024-08-12 20:08:16.096044
5286,302,3.34,2024-06-29 23:07:29.053545
5287,365,4.08,2024-09-11 12:41:15.976884
5288,448,6.66,2024-01-20 14:07:19.579797
5289,205,3.49,2024-02-25 23:21:56.924753
5290,211,5.52,2024-02-07 13:52:00.304153
5291,46,5.93,2024-11-24 14:59:20.717430
5292,370,5.43,2024-03-08 11:50:18.282241
5293,13,6.29,2024-10-09 12:42:06.695179
5294,1,3.59,2024-01-10 17:05:03.777316
5295,477,4.6,2024-06-05 00:59:34.743576
5296,331,6.14,2024-10-09 06:39:37.406435
5297,156,3.35,2024-06-16 07:37:55.687086
5298,203,4.06,2024-11-05 09:00:38.752834
5299,11,6.46,2024-11-24 15:26:24.221587
5300,148,6.66,2024-05-11 02:50:56.454522
5301,175,5.24,2024-07-22 12:09:59.742980
5302,414,4.66,2024-11-18 19:18:07.997574
5303,410,3.73,2024-10-15 14:40:42.188733
5304,468,4.34,2024-11-24 22:51:58.830984
5305,364,6.13,2024-07-17 05:09:07.779721
5306,379,3.55,2024-02-24 04:01:32.619824
5307,75,3.75,2024-05-13 16:30:30.936403
5308,263,5.79,2024-10-19 20:41:14.955152
5309,343,6.29,2024-03-08 15:03:26.412731
5310,292,4.07,2024-11-29 18:19:39.851273
5311,70,4.48,2024-10-15 05:14:20.829747
5312,481,4.92,2024-02-05 10:57:25.383986
5313,456,5.27,2024-02-27 03:25:11.058924
5314,394,4.62,2024-09-23 10:29:16.580912
5315,474,6.92,2024-07-29 12:16:27.626941
5316,459,3.32,2024-07-20 10:27:53.191200
5317,291,3.35,2024-03-25 12:29:01.549994
5318,331,3.97,2024-03-04 07:42:46.839047
5319,75,3.99,2024-05-15 21:04:23.327627
5320,469,3.62,2024-03-23 14:21:51.870029
5321,379,5.52,2024-08-24 19:14:03.409903
5322,71,4.13,2024-01-11 00:50:19.166155
5323,174,4.46,2024-01-27 15:49:59.196170
5324,190,5.69,2024-09-21 04:41:27.783721
5325,410,5.21,2024-08-24 10:34:32.116364
5326,11,6.61,2024-10-03 16:24:25.155305
5327,205,3.65,2024-03-06 01:21:47.250659
5328,306,3.31,2024-05-04 18:27:03.518766
5329,118,3.41,2024-09-30 14:58:24.971848
5330,466,6.16,2024-04-10 17:01:04.230721
5331,50,4.38,2024-07-18 20:38:26.520482
5332,471,5.53,2024-04-25 16:15:37.765926
5333,209,4.46,2024-09-22 22:33:29.045979
5334,232,6.54,2024-03-23 22:33:58.696069
5335,392,4.08,2024-07-25 20:31:20.848293
5336,40,5.03,2024-06-14 18:53:48.374725
5337,319,3.0,2024-03-09 10:21:58.619303
5338,339,4.91,2024-04-11 16:28:31.338957
5339,7,6.2,2024-03-20 07:50:21.286911
5340,410,4.98,2024-04-15 04:24:48.112502
5341,310,3.01,2024-11-16 18:21:08.701632
5342,198,5.71,2024-01-17 05:42:55.350612
5343,196,4.45,2024-05-18 00:09:15.240755
5344,154,5.39,2024-12-27 21:47:55.467041
5345,437,6.16,2024-02-17 04:13:39.081115
5346,331,6.94,2024-01-17 21:52:51.949289
5347,329,4.22,2024-12-17 11:59:25.074082
5348,322,5.73,2024-10-11 16:20:16.884090
5349,191,3.97,2024-03-29 04:19:20.356160
5350,105,4.98,2024-09-26 23:00:44.818948
5351,229,6.48,2024-07-12 04:17:19.865178
5352,20,5.87,2024-07-11 07:55:59.069111
5353,95,6.97,2024-07-13 23:53:09.295978
5354,51,3.46,2024-05-10 07:35:55.947786
5355,413,3.23,2024-11-13 09:26:16.433836
5356,187,4.36,2024-06-16 02:48:22.542492
5357,122,3.16,2024-02-19 13:16:34.073166
5358,393,4.87,2024-06-07 20:42:30.444653
5359,154,6.72,2024-05-28 10:16:08.917647
5360,129,6.64,2024-07-03 16:53:28.897323
5361,158,3.63,2024-12-25 10:11:11.739717
5362,261,3.98,2024-07-04 22:55:36.799952
5363,377,3.25,2024-04-12 12:29:20.500163
5364,476,3.48,2024-10-26 19:33:39.714370
5365,235,5.0,2024-09-20 17:53:02.258857
5366,3,5.77,2024-12-09 08:02:26.154318
5367,197,4.43,2024-03-02 21:10:55.516621
5368,295,3.98,2024-07-18 17:30:24.538344
5369,391,6.5,2024-04-10 04:13:37.463751
5370,315,4.52,2024-01-06 22:51:49.057824
5371,248,6.6,2024-10-12 16:32:32.269855
5372,296,4.61,2024-07-20 04:10:30.023072
5373,357,5.49,2024-08-05 16:19:23.113723
5374,351,6.59,2024-09-23 14:06:03.472857
5375,129,4.49,2024-05-18 10:42:53.254988
5376,418,5.75,2024-01-20 11:11:01.971021
5377,154,5.14,2024-06-29 00:08:01.582598
5378,407,5.55,2024-01-24 21:35:27.811062
5379,127,6.14,2024-01-24 01:09:34.988720
5380,495,6.16,2024-11-21 10:59:42.091851
5381,261,4.46,2024-01-30 21:24:41.091455
5382,415,5.52,2024-05-23 02:41:08.045973
5383,162,6.46,2024-09-25 22:08:46.428163
5384,372,4.42,2024-07-25 07:55:27.145287
5385,115,3.83,2024-07-29 15:50:48.200098
5386,495,3.94,2024-02-18 05:10:38.638291
5387,269,5.44,2024-11-26 23:20:50.917064
5388,234,4.59,2024-09-12 21:08:34.120379
5389,31,5.24,2024-12-13 04:20:00.001944
5390,469,4.47,2024-12-20 22:01:01.045932
5391,345,4.03,2024-10-18 00:11:26.725202
5392,358,4.69,2024-02-12 12:01:09.088918
5393,315,4.12,2024-12-29 20:39:44.945860
5394,372,4.43,2024-11-04 16:34:08.910171
5395,248,6.46,2024-11-10 03:48:14.887598
5396,154,3.07,2024-02-14 15:39:50.937961
5397,20,5.48,2024-01-16 16:17:46.329716
5398,78,3.45,2024-01-28 14:02:07.435329
5399,218,6.38,2024-01-18 15:30:52.926433
5400,331,3.16,2024-02-10 18:42:02.836932
5401,233,6.95,2024-05-31 16:30:58.272592
5402,97,5.32,2024-12-13 06:35:00.578377
5403,190,4.58,2024-10-13 02:34:06.186094
5404,442,4.01,2024-09-25 15:30:56.415275
5405,330,5.9,2024-06-07 15:39:59.472408
5406,20,3.07,2024-03-18 13:59:38.631120
5407,268,3.83,2024-07-10 10:52:10.240444
